gender,name_code,scentopia_oil,main_category,sub_category,perfume_name,main_note,top_note,middle_note,base_note,historical_significance,health_benefits,strength,main_accords,attribute_category,scent_writeup
Female,WFR12,Women Fresh 12,Fresh,NA,We're mint to be : Marine & Rosemary,Incense,"Marine notes
Bergamot","Rosemary
Clary Sage
Geranium","Olibanum
Patchouli","Incense has been used for centuries in spiritual rituals, symbolizing purification and grounding. Marine notes evoke the refreshing, airy scent of the sea, representing freedom and purity, while bergamot adds a bright, citrusy freshness. Rosemary, clary sage, and geranium bring herbal depth and balance, offering soothing qualities. Olibanum (frankincense) contributes a resinous, sacred element, while patchouli adds an earthy, woody richness, grounding the fragrance with depth.","Marine notes and bergamot create a refreshing, clean blend that invigorates the senses, uplifts mood, and promotes clarity. Rosemary, clary sage, and geranium offer herbal, soothing fragrances that reduce stress and enhance mental focus. Olibanum and patchouli provide deep, earthy notes that ground the fragrance and promote emotional balance. Incense, specifically, adds a calming, spiritual element, helping to center the mind and foster relaxation and mindfulness.",9,"main accords
1.	aromatic
2.	fresh spicy
3.	marine
4.	woody
5.	citrus
6.	amber
7.	patchouli
8.	warm spicy",4- Season,"WFR12 is a refreshing and grounding fragrance that combines fresh, marine notes with a citrus burst from bergamot. Rosemary, clary sage, and geranium add a herbal depth, promoting relaxation and mental clarity. Olibanum and patchouli bring resinous, earthy richness, grounding the scent with spiritual depth. Incense adds a calming, soothing element, enhancing emotional balance and mindfulness. With its fresh spicy, marine, and woody accords, this fragrance creates a serene atmosphere, perfect for both invigorating moments and spiritual grounding. It's a balanced, soothing scent for those seeking both clarity and tranquility."
Female,WFR2,Women Fresh 2,Fresh,NA,Food for apricot: Rose & Currants,Rose,"Flowers
Rose","Vanilla
Apricot",Black Currant,"Rose has long symbolized love, beauty, and elegance, with its timeless, floral fragrance. Flowers in general add a fresh, delicate bouquet, enhancing the fragrance with natural beauty. Vanilla brings a sweet, comforting warmth, while apricot contributes a juicy, fruity sweetness. Black currant adds a tangy, slightly tart edge, balancing the richness of the other notes. Together, these ingredients create a balanced, sweet, and floral fragrance with a touch of fruity freshness.","Flowers and rose offer a delicate, floral fragrance that promotes relaxation, uplifts the mood, and enhances emotional balance. Vanilla and apricot create a sweet, warm blend that soothes the senses, adding richness and comfort to the scent. Black currant provides a fruity, tangy note that adds depth and complexity, energizing the fragrance. Rose, specifically, adds a classic, romantic floral note that reduces stress, calms the mind, and fosters emotional well-being.",8,"main accords
1.	floral
2.	rose
3.	fruity
4.	vanilla",5- Sexy,"WFR2 is a fragrance that blends timeless floral elegance with a touch of fruity sweetness. Rose, symbolizing love and beauty, pairs with delicate floral notes to create a fresh, uplifting aroma. Vanilla adds a comforting, sweet warmth, while apricot contributes a juicy, fruity note. Black currant introduces a tangy, slightly tart edge, balancing the richness and adding depth. Together, these notes create a well-rounded fragrance that is floral, sweet, and slightly fruity, offering relaxation, emotional balance, and a sense of calm. Rose, specifically, adds a romantic, soothing touch that fosters emotional well-being."
Female,WFR3,Women Fresh 3,Fresh,Woody,Leaf me alone : Apricot & Mignonette,Apricot,"Mignonette
Mandarin Orange
Sage","Nectarine
Blue Hyacinth
Peach Blossom
Rose Hip
Iris
Red Cyclamen
Violet Root","Musk
Sandalwood
Cedar","Apricot brings a juicy, sweet, and slightly tart fruitiness, symbolizing warmth and freshness. Mignonette, mandarin orange, and sage add a fresh, herbaceous, and citrusy start. The heart features nectarine, blue hyacinth, peach blossom, rose hip, iris, red cyclamen, and violet root, contributing a floral, fruity, and powdery complexity. Musk, sandalwood, and cedar provide a grounding, warm, and woody base, creating a balanced and elegant fragrance.","Mignonette, mandarin orange, and sage create a fresh, herbal-citrus blend that uplifts the senses, enhances mood, and promotes clarity. Nectarine, blue hyacinth, peach blossom, rose hip, iris, red cyclamen, and violet root offer a rich, floral-fruity bouquet that promotes relaxation and emotional balance. Musk, sandalwood, and cedar provide a warm, grounding base that soothes the mind and offers depth. Apricot, specifically, adds a sweet, juicy note that enhances the fragrance, offering a comforting and energizing touch.",7,"main accords
1.	floral
2.	powdery
3.	fruity
4.	sweet
5.	woody
6.	fresh
7.	rose
8.	green
9.	musky
10.	violet",4- Season,"WFR3 features a blend of fresh, floral, fruity, and woody notes that create a well-rounded fragrance. Apricot adds a sweet, juicy, and slightly tart element, symbolizing warmth and vitality. Mignonette, mandarin orange, and sage offer a refreshing citrusy start with herbal undertones. The heart is rich with nectarine, blue hyacinth, peach blossom, rose hip, iris, red cyclamen, and violet root, delivering a complex floral-fruity profile with powdery nuances. Musk, sandalwood, and cedar provide a grounding, warm woody base that balances the sweetness and freshness. Apricot, specifically, enhances the fragrance with its comforting, energizing fruitiness, while promoting relaxation and emotional balance."
Female,WFR4,Women Fresh 4,Fresh,NA,Mignonette you fall in love : & Nectarine,Almond,"Mignonette
Mandarin Orange
Sage","Nectarine
Blue Hyacinth
Peach Blossom
Rose Hip
Iris
Red Cyclamen
Violet Root","Musk
Sandalwood
Cedar","Almond adds a sweet, nutty warmth, often symbolizing comfort and indulgence. Mignonette, mandarin orange, and sage offer a fresh, citrusy, and herbaceous opening. The heart features nectarine, blue hyacinth, peach blossom, rose hip, iris, red cyclamen, and violet root, creating a rich blend of fruity, floral, and powdery notes. Musk, sandalwood, and cedar provide a grounding, woody base, rounding out the fragrance with warmth and depth.","Mignonette, mandarin orange, and sage create a fresh, zesty blend that uplifts the senses, enhances focus, and promotes clarity. Nectarine, blue hyacinth, peach blossom, rose hip, iris, red cyclamen, and violet root offer a soft, floral-fruity bouquet that fosters relaxation and emotional balance. Musk, sandalwood, and cedar provide a grounding, warm base that adds depth and soothing effects. Almond, specifically, contributes a sweet, nutty note that adds comfort, richness, and a creamy smoothness to the overall fragrance.
",6,"main accords
1.	floral
2.	powdery
3.	fruity
4.	sweet
5.	woody
6.	fresh
7.	rose
8.	green
9.	musky
10.	violet",4- Season,"WFR4 combines fresh, fruity, floral, and woody notes to create a balanced and comforting fragrance. Almond contributes a sweet, nutty warmth, symbolizing comfort and indulgence. Mignonette, mandarin orange, and sage provide an uplifting, citrusy, and herbaceous opening, enhancing clarity and focus. The heart of nectarine, blue hyacinth, peach blossom, rose hip, iris, red cyclamen, and violet root creates a rich blend of fruity, floral, and powdery notes that promote emotional balance and relaxation. Musk, sandalwood, and cedar offer a grounding, woody base, adding warmth and depth. Almond adds richness, smoothness, and a creamy texture, rounding out this multi-layered, comforting fragrance. It’s perfect for creating a relaxing, fresh atmosphere."
Female,WFR5,Women Fresh 5,Fresh,NA,Fine-apple: Pineapple & pepper,Pineapple,"Peony
Pink Pepper
Pineapple
Jasmine
Mango
Cassia
Peach","Peony
Litchi
Rose
Musk
Pomegranate
White Tea
Jasmine","Musk
Tobacco
Teak Wood
Sandalwood
Tonka Bean","Pineapple brings a sweet, tropical freshness, symbolizing vitality and abundance. Peony, pink pepper, and mango add a vibrant, fruity-floral opening, while jasmine, cassia, and peach enhance the heart with floral sweetness and spice. Litchi, rose, and pomegranate offer a delicate, fruity-floral blend, with white tea adding a light, refreshing touch. Musk, tobacco, teak wood, sandalwood, and tonka bean provide a warm, grounding base, creating a complex and balanced fragrance with both fresh and woody elements.","Peony, pink pepper, pineapple, jasmine, mango, cassia, and peach create a vibrant, fruity-floral blend that uplifts the mood, refreshes the senses, and provides a sweet, energizing aroma. Peony, litchi, rose, musk, pomegranate, white tea, and jasmine offer a soft, floral-fruity bouquet that promotes emotional balance, relaxation, and mental clarity. Musk, tobacco, teak wood, sandalwood, and tonka bean provide a warm, grounding base that adds depth and comfort. Pineapple, specifically, adds a tropical sweetness that enhances the fragrance and energizes the spirit.",6,"main accords
1.	fruity
2.	fresh
3.	floral
4.	rose
5.	sweet
6.	tropical
7.	woody
8.	soft spicy
9.	musky
10.	green",5- Sexy,"WFR5 features a vibrant, fruity-floral blend, with pineapple bringing a sweet, tropical freshness that symbolizes vitality and abundance. Peony, pink pepper, and mango create a lively opening, while jasmine, cassia, and peach provide a floral-sweet heart with a hint of spice. Litchi, rose, and pomegranate add a delicate, fruity-floral depth, with white tea offering a refreshing touch. The base of musk, tobacco, teak wood, sandalwood, and tonka bean provides warmth, depth, and grounding. Pineapple specifically energizes the spirit, enhancing the overall fragrance with its tropical sweetness. This fragrance is perfect for those who enjoy a fresh, lively, and balanced scent with a touch of elegance."
Female,WFR6,Women Fresh 6,Fresh,NA,Speak of the basil and the basil appears : Rose & Orchid,Rose,Rose,Orchid,Vanilla,"Rose is a timeless symbol of love, beauty, and elegance, with its classic, rich floral scent that has graced perfumes for centuries. Orchid adds an exotic, elegant floral note, representing rare beauty and luxury. Vanilla brings a sweet, warm, and comforting essence, enhancing the overall fragrance with a smooth, creamy depth. Together, these notes create a sophisticated and harmonious blend of floral sweetness, exotic allure, and comforting warmth.","Rose and orchid create a delicate, floral blend that promotes relaxation, uplifts the mood, and fosters emotional balance. Vanilla adds a warm, sweet note that enhances comfort and soothes the senses. Rose, specifically, offers a romantic fragrance that reduces stress, calms the mind, and supports emotional well-being, making the overall composition soothing and uplifting.",7,"main accords
1.	rose
2.	floral
3.	vanilla
4.	powdery
5.	sweet",5- Sexy,"WFR6 is a fragrance that combines the timeless elegance of rose with the exotic allure of orchid, creating a sophisticated floral composition. Rose, symbolizing love and beauty, offers a rich, classic floral scent, while orchid adds an elegant, luxurious floral touch. Vanilla enhances the fragrance with its warm, sweet essence, providing a smooth, comforting depth. Together, these notes create a harmonious blend of floral sweetness, exotic appeal, and comforting warmth. Rose, specifically, promotes relaxation and emotional balance, offering a soothing, romantic experience that calms the mind and uplifts the spirit."
Female,WFR7,Women Fresh 7,Fresh,NA,Honeydew you know how happy you make me? : Lily & Orchid,Lily of the valley,"Pink Freesia
Rose","Lily-of-the-Valley
Magnolia",Jasmine,"Lily of the valley symbolizes purity and sweetness, with its delicate floral fragrance. Pink freesia and rose add a light, romantic touch, evoking elegance and beauty. Lily-of-the-valley and magnolia enhance the floral heart, contributing freshness and soft, creamy richness. Jasmine provides a sensual, exotic depth, completing the fragrance with a warm, floral elegance that feels both fresh and sophisticated.","Pink freesia and rose offer a delicate, floral blend that promotes relaxation, uplifts the mood, and soothes the mind. Lily-of-the-valley and magnolia add soft, sweet floral notes that enhance emotional balance and reduce stress. Jasmine provides a rich, exotic fragrance that promotes relaxation and enhances emotional well-being. Lily of the valley, specifically, offers a fresh, light floral note that calms the senses, reduces anxiety, and fosters tranquility and peace.",5,"main accords
1.	white floral
2.	floral
3.	fresh
4.	green",4- Season,"WFR7 is a fragrance that exudes freshness and elegance. Lily of the valley, symbolizing purity and sweetness, is at the heart of this fragrance, creating a delicate floral experience. Pink freesia and rose bring a light, romantic touch, enhancing the fragrance with elegance and beauty. Magnolia and lily-of-the-valley add creaminess and freshness, while jasmine provides a deeper, more sensual floral note. Together, these ingredients create a fragrance that is both uplifting and calming, with a delicate balance of fresh, floral, and soothing elements. It is ideal for those seeking a serene, refined scent for any season."
Female,WFR8,Women Fresh 8,Fresh,NA,Under lock & Tea : Peony & Damask Rose,Peony,"
Sweet Pea
Bergamot","Peony
Damask Rose",White Musk,"Peony brings a soft, romantic floral note, symbolizing beauty and grace. Sweet pea and bergamot offer a fresh, citrusy, and slightly sweet opening, evoking lightness and vitality. Damask rose adds depth and richness, enhancing the floral heart with its classic, elegant scent. White musk provides a soft, sensual base, creating a comforting, warm finish. Together, these notes create a balanced, delicate fragrance that is fresh, floral, and subtly warm.","Sweet pea and bergamot create a fresh, citrusy-floral blend that uplifts the mood, enhances clarity, and provides a light, invigorating aroma. Peony and damask rose offer a rich, soft floral fragrance that promotes emotional balance, relaxation, and a sense of calm. White musk provides a warm, comforting base that soothes the senses and adds depth to the fragrance. Peony, specifically, contributes a sweet, airy floral note that promotes relaxation and creates a serene, peaceful atmosphere.",6,"main accords
1.	floral
2.	rose
3.	fresh
4.	citrus
5.	musky
6.	sweet",4- Season,"WFR8 features a soft and romantic blend, with peony at its heart, symbolizing beauty and grace. The fragrance opens with the freshness of sweet pea and bergamot, offering a citrusy and slightly sweet burst that evokes lightness and vitality. Damask rose adds depth and richness, complementing the floral heart. White musk provides a soft, sensual base, creating a warm and comforting finish. This fragrance is delicate and balanced, perfect for those who appreciate fresh, floral scents with a subtle warmth. Peony, specifically, promotes relaxation and fosters a serene, peaceful atmosphere, making it an ideal fragrance for a calming and uplifting experience."
Female,WFR9,Women Fresh 9,Fresh,Citrus,Orange you glaswe are friends?: Orange blossom & tuberse,Orange blossom,"
Pear
Orange Blossom
Bergamot","Tuberose
Jasmine
Violet Leaf","White Musk
Bourbon Vanilla
Cedarwood","Orange blossom symbolizes purity and elegance, with its sweet, delicate floral scent. Pear, bergamot, and orange blossom provide a fresh, fruity, and citrusy opening, evoking lightness and vitality. Tuberose, jasmine, and violet leaf add a rich, floral depth, enhancing the heart with sensuality and freshness. White musk, bourbon vanilla, and cedarwood round out the fragrance with warmth, sweetness, and a grounding woody finish, creating a balanced and sophisticated scent.","Pear, orange blossom, and bergamot create a refreshing, fruity-floral blend that uplifts the mood, enhances clarity, and invigorates the senses. Tuberose, jasmine, and violet leaf offer a rich, floral bouquet that promotes relaxation, emotional balance, and mental calm. White musk, bourbon vanilla, and cedarwood provide a warm, comforting base that grounds the fragrance and soothes the mind. Orange blossom, specifically, adds a sweet, delicate floral note that promotes relaxation, reduces stress, and enhances overall emotional well-being.",7,"main accords
1.	white floral
2.	citrus
3.	sweet
4.	tuberose
5.	aquatic
6.	fruity
7.	ozonic
8.	animalic
9.	green
10.	musky",4- Season,"WFR9 features a refreshing blend of pear, orange blossom, and bergamot, offering a citrusy-fruity opening that promotes lightness and vitality. Tuberose, jasmine, and violet leaf provide a rich floral heart, adding sensuality and depth. The fragrance is anchored by white musk, bourbon vanilla, and cedarwood, which create a warm, comforting base with sweet and woody undertones. Orange blossom is particularly noted for its calming and stress-relieving qualities, making it ideal for emotional well-being. The overall scent is a balanced mix of fresh, floral, sweet, and musky, perfect for uplifting the spirit and promoting relaxation."
Female,WOR1,Women Oriental 1,Oriental,NA,Lotus get straight to point : Jasmin & Jasmine Sambac,Jasmine,Jasmine Sambac,Cashmeran,Amber,"Jasmine Sambac is a rich, exotic floral note, symbolizing sensuality and elegance. Cashmeran adds a warm, musky, and slightly woody depth, contributing a smooth, comforting texture. Amber provides a warm, resinous richness, enhancing the fragrance with depth and longevity. Together, these notes create a luxurious and harmonious blend of floral sweetness, warmth, and sensual depth.","Jasmine Sambac, cashmeran, and amber create a warm, floral-spicy blend that offers richness and depth, enhancing the fragrance with its calming and sensual qualities. Jasmine, specifically, adds a sweet, exotic floral note that promotes relaxation, emotional balance, and stress relief. Cashmeran adds a smooth, musky woodiness, while amber brings a warm, resinous base, creating an overall soothing and grounding atmosphere.",8,"main accords
1- white floral
2- amber",5- Sexy,"WOR1 is a luxurious and harmonious fragrance that combines the sensual and exotic richness of jasmine sambac with the warm, musky depth of cashmeran and the resinous, earthy richness of amber. Jasmine sambac symbolizes love and beauty, offering a sweet, exotic floral note that promotes relaxation and emotional balance. Cashmeran adds a smooth, comforting woodiness, while amber provides depth and longevity, grounding the fragrance with warmth. Together, these notes create a fragrance that is both rich and soothing, ideal for a calming, sensual experience."
Female,WOR10,Women Oriental 10,Oriental,Citrus,I love you cherry much : Jasmine & Madagascar vanilla,Cherry,"Cherry
Green Mandarin","Jasmine
Orange Blossom
Black Tea","Madagascar Vanilla
Coffee
Indonesian Patchouli Leaf","Cherry brings a rich, sweet, and slightly tart aroma, symbolizing indulgence and vitality. Green mandarin adds a fresh, zesty citrus note, enhancing the vibrancy. Jasmine and orange blossom provide a romantic, floral depth, while black tea adds a warm, aromatic richness. Madagascar vanilla, coffee, and Indonesian patchouli leaf offer a comforting, earthy base with a sweet, slightly spicy depth. Together, these notes create a balanced, fruity, floral, and warm fragrance with depth and sensuality.","Cherry and green mandarin create a sweet, zesty blend that refreshes the senses and uplifts the mood. Jasmine, orange blossom, and black tea provide a floral, soothing fragrance that promotes relaxation and mental clarity. Madagascar vanilla, coffee, and Indonesian patchouli leaf add depth, warmth, and grounding, creating a rich, comforting base. Cherry, specifically, adds a fruity sweetness that energizes the spirit, enhances emotional well-being, and adds a playful, lively element to the fragrance.",9,"main accords
1.	cherry
2.	vanilla
3.	sweet
4.	white floral
5.	coffee
6.	warm spicy
7.	citrus
8.	patchouli
9.	powdery
10.	nutty",5- Sexy,"WOR10 is a playful and sensual fragrance that blends sweet fruitiness with warm floral and earthy depth. Cherry provides a rich, tart sweetness, symbolizing vitality and indulgence, while green mandarin adds a fresh, zesty citrus touch. Jasmine and orange blossom bring romantic, floral elegance, complemented by the warm, aromatic richness of black tea. Madagascar vanilla, coffee, and Indonesian patchouli leaf form a comforting, grounding base with a slight spiciness and sweetness. With cherry, vanilla, and coffee accords, WOR10 is perfect for those seeking a sexy, lively fragrance that promotes emotional well-being, refreshes the senses, and enhances relaxation."
Female,WOR11,Women Oriental 11,Oriental,NA,I will never Lychee-u go: Rose & Caramel,Rose,"
Pear
Tangerine
Bergamot","Strawberry
Vanilla Orchid
Black Rose
Passionfruit","Praline
Caramel
Litchi
Vanilla
Patchouli
Incense
Coffee
Licorice
Coumarin
Papyrus","Rose brings a timeless, elegant floral note, symbolizing love and beauty. Pear, tangerine, and bergamot offer a bright, citrusy burst, evoking freshness and vitality. Strawberry, vanilla orchid, black rose, and passionfruit add a sweet, exotic, and fruity floral depth. Praline, caramel, and vanilla provide warmth and sweetness, while patchouli, incense, coffee, licorice, coumarin, and papyrus add earthy, spicy, and resinous complexity. Together, these notes create a rich, multi-layered fragrance with fresh, floral, sweet, and warm elements.","Pear, tangerine, and bergamot offer a fresh, citrusy blend that uplifts the mood, invigorates the senses, and provides a burst of energy. Strawberry, vanilla orchid, black rose, and passionfruit create a sweet, fruity-floral aroma that promotes relaxation and emotional balance. Praline, caramel, litchi, vanilla, patchouli, incense, coffee, licorice, coumarin, and papyrus provide a warm, complex base that adds depth and richness. Rose, specifically, adds a romantic, calming floral note that reduces stress, promotes emotional healing, and creates a soothing, comforting atmosphere.",7,"main accords
1.	sweet
2.	fruity
3.	vanilla
4.	caramel
5.	warm spicy
6.	balsamic
7.	woody
8.	tropical
9.	patchouli
10.	amber",5- Sexy,"WOR11 is a vibrant and multifaceted fragrance that combines fresh, sweet, floral, and warm notes. Pear, tangerine, and bergamot offer a refreshing citrusy start, while strawberry, vanilla orchid, black rose, and passionfruit create an exotic, fruity-floral heart. The base notes of praline, caramel, vanilla, and patchouli, complemented by incense, coffee, licorice, coumarin, and papyrus, add warmth, sweetness, and earthy complexity. Rose provides a romantic and calming floral note, perfect for emotional balance. Together, these ingredients create a rich, indulgent fragrance that’s both invigorating and soothing, evoking a sense of luxury and sensuality."
Female,WOR12,Women Oriental 12,Oriental,NA,Carbon poppy : Praline & Cranberry,Praline,"Cranberry
Pink Pepper
Tamarind","Cacao
Rose
Black Violet","Black Vanilla Husk
Sandalwood
Massoia Wood","Praline brings a rich, sweet, and nutty warmth, symbolizing indulgence and comfort. Cranberry, pink pepper, and tamarind add a fruity, tangy, and slightly spicy burst, offering a vibrant, energetic opening. Cacao and rose contribute a rich, warm, and floral depth, while black violet adds a hint of mystery. Black vanilla husk, sandalwood, and massoia wood provide a creamy, earthy base, grounding the fragrance with warmth and richness. Together, these notes create a sweet, spicy, and comforting fragrance with depth and complexity.","Cranberry, pink pepper, and tamarind create a tangy, spicy blend that refreshes the senses, adds complexity, and boosts energy. Cacao, rose, and black violet offer a rich, floral-chocolatey fragrance that promotes relaxation and enhances emotional balance. Black vanilla husk, sandalwood, and massoia wood provide a warm, comforting base with earthy and creamy notes that soothe the mind. Praline, specifically, adds a sweet, indulgent note that enhances the fragrance's richness, providing warmth and a sense of indulgence.",8,"main accords
1.	fruity
2.	cacao
3.	warm spicy
4.	powdery
5.	woody
6.	vanilla
7.	sweet
8.	rose
9.	soft spicy
10.	violet",5- Sexy,"WOR12 is a warm, indulgent fragrance that balances sweet, spicy, and earthy elements with rich, comforting depth. The tangy burst of cranberry, pink pepper, and tamarind is complemented by the rich, floral warmth of cacao, rose, and black violet. Black vanilla husk, sandalwood, and massoia wood provide a grounding, creamy base, while praline adds a sweet, nutty indulgence. This fragrance evokes a sense of luxury and comfort, with a touch of spice and warmth, perfect for a cozy yet sophisticated atmosphere."
Female,WOR2,Women Oriental 2,Oriental,NA,Its on auto-violet : Vanilla & cashmere,Vanilla,Vanilla,Apple Blossom,"Soft Cashmere
Cashmeran","Vanilla brings a warm, sweet, and comforting essence, symbolizing luxury and sensuality. Apple blossom adds a delicate, fresh floral note, evoking lightness and purity. Soft cashmere and cashmeran contribute a smooth, cozy, and slightly powdery texture, adding depth and warmth. Together, these notes create a soft, comforting fragrance that blends sweet warmth with delicate floral and cozy elements.","Vanilla and apple blossom create a sweet, comforting blend that uplifts the mood and promotes relaxation. Soft cashmere and cashmeran provide a warm, smooth base, adding depth and a cozy, velvety texture to the fragrance. Vanilla, specifically, enhances the scent with its calming, soothing properties, promoting emotional well-being and relaxation.",9,"main accords
1.	vanilla
2.	powdery
3.	woody
4.	musky
5.	amber
6.	sweet",1 - Teen,"WOR2 is a fragrance that blends the warm, comforting sweetness of vanilla with the fresh, delicate floral note of apple blossom, creating a soothing and uplifting scent. Soft cashmere and cashmeran contribute a smooth, cozy texture, enhancing the fragrance with a powdery, velvety warmth. Together, these notes create a soft, comforting experience that promotes relaxation and emotional well-being. The addition of vanilla specifically adds a calming, soothing element, making the fragrance perfect for a cozy, serene atmosphere. The blend of sweet warmth, delicate florals, and cozy textures makes it ideal for uplifting the mood and creating a sense of tranquility."
Female,WOR3,Women Oriental 3,Oriental,NA,No fig deal: vanilla & orange,"Coffee
","Pear
Fig Leaf
Green Mandarin","Fig
Orange Blossom
Jasmine","Bourbon Vanilla
Coffee
Patchouli",Pear and green mandarin symbolize freshness and prosperity; fig and fig leaf were sacred in ancient cultures; orange blossom and jasmine represent purity and sensuality; coffee linked to trade and awakening rituals; patchouli used in spiritual practices; vanilla cherished for warmth and love.,"Pear, fig leaf, and green mandarin support digestion and provide antioxidants. Fig, orange blossom, and jasmine ease stress and uplift mood. Bourbon vanilla, coffee, and patchouli energize the mind and soothe inflammation. Vanilla enhances relaxation and promotes emotional well-being naturally.",6,"Main accords
1- vanilla
2- sweet
3- coffee
4- fruity
5- white floral
6- warm spicy
7- green
8- citrus
9- woody
10- fresh",5- Sexy,"WOR3 is a sensual, comforting blend where juicy pear, fig leaf, and green mandarin bring freshness and vitality. At its heart, fig, orange blossom, and jasmine add layers of purity and soft allure. The base unveils warm bourbon vanilla, rich coffee, and earthy patchouli—offering depth, energy, and grounding. Steeped in symbolism and health benefits, this fragrance supports digestion, uplifts mood, soothes inflammation, and enhances emotional well-being. With dominant notes of vanilla, sweet coffee, and white florals, WOR3 is both sexy and serene—perfect for those who seek a fragrance that’s energizing, comforting, and effortlessly captivating."
Female,WOR4,Women Oriental 4,Oriental,NA,You hold kiwi to my heart : Vanilla & fruits,Vanilla,Vanilla,Bourbon Vanilla,Fruits,"Vanilla brings a sweet, warm, and comforting essence, symbolizing luxury and sensuality. Bourbon vanilla offers a richer, deeper vanilla note, adding complexity and warmth. Fruits bring a fresh, juicy sweetness, evoking vitality and lightness. Together, these notes create a balanced fragrance with the comforting warmth of vanilla, enhanced by the bright, refreshing qualities of fruit.","Vanilla and bourbon vanilla offer a rich, sweet warmth that creates a comforting, soothing atmosphere and promotes relaxation. Fruits add a fresh, tangy sweetness that uplifts the mood and energizes the senses. Vanilla, specifically, provides a calming, creamy note that fosters emotional well-being and enhances the overall warmth and depth of the fragrance.",7,"main accords
1- vanilla
2- powdery
3- sweet",5- Sexy,"WOR4 is a fragrance that combines the rich, sweet warmth of vanilla with the fresh, juicy sweetness of fruits, creating a balanced and comforting scent. Bourbon vanilla adds depth and complexity to the vanilla note, enhancing the overall warmth of the fragrance. Fruits bring a light, tangy element, evoking freshness and vitality. Together, these ingredients create a soothing, luxurious experience, with vanilla promoting relaxation and emotional well-being. The addition of fruits adds an uplifting touch, making the fragrance both comforting and energizing. This combination results in a fragrance that is sweet, warm, and sensual, perfect for creating a cozy, indulgent atmosphere."
Female,WOR5,Women Oriental 5,Oriental,NA,"Ylang Time, No See : Mandarin & Tuberose",Mandarin,"Mandarin Orange
Pink Pepper","Tuberose
Solar Notes
Jasmine
Ylang-Ylang","Vanilla
Tonka Bean
Moss","Mandarin orange provides a fresh, citrusy burst of energy, while pink pepper adds a spicy, vibrant kick. Tuberose, solar notes, jasmine, and ylang-ylang create a rich, exotic floral heart with sunny, radiant qualities. Vanilla and tonka bean add warmth and sweetness, while moss provides a grounding, earthy base. Together, these notes create a balanced fragrance that is bright, floral, and comforting with a touch of warmth and depth.","Mandarin orange and pink pepper offer a zesty, vibrant blend that energizes the senses and uplifts the mood. Tuberose, solar notes, jasmine, and ylang-ylang provide a rich, floral bouquet that promotes relaxation and emotional balance. Vanilla, tonka bean, and moss add a warm, grounding base that soothes the mind and enhances the overall fragrance. Mandarin, specifically, adds a sweet, refreshing citrus note that brightens the spirit, boosts energy, and enhances mental clarity.",9,"main accords
1.	vanilla
2.	white floral
3.	sweet
4.	tuberose
5.	yellow floral
6.	amber
7.	citrus
8.	aldehydic
9.	soft spicy
10.	mossy",5- Sexy,"WOR5 blends freshness, warmth, and exotic florals in a captivating fragrance. Mandarin orange and pink pepper bring an energetic, citrusy-spicy opening, while tuberose, solar notes, jasmine, and ylang-ylang add a radiant, luxurious floral heart. The base is grounded with vanilla, tonka bean, and moss, adding warmth, sweetness, and depth. This fragrance is both vibrant and sensual, perfect for those seeking a fragrance that is fresh yet warm, with a comforting, indulgent finish. Its balance of citrus and floral notes makes it versatile and energizing, with a touch of sophistication"
Female,WOR6,Women Oriental 6,Oriental,NA,Very very Rose combat : Fruits & Tuberose,Rose,"Fruity Notes
Pear
Pink Pepper","Tuberose
Ylang-Ylang
Jasmine","Amber
Musk
Patchouli","Rose adds a timeless, romantic floral note, symbolizing love and elegance. Fruity notes, pear, and pink pepper bring a vibrant, fresh burst of sweetness and spice. Tuberose, ylang-ylang, and jasmine enhance the heart with exotic, rich floral depth. Amber, musk, and patchouli provide a warm, sensual base, grounding the fragrance with earthy and resinous richness. Together, these notes create a sophisticated, balanced blend of fresh, floral, and warm elements.","Fruity notes, pear, and pink pepper create a vibrant, sweet blend that uplifts the senses and adds a touch of spice. Tuberose, ylang-ylang, and jasmine provide a rich, floral aroma that promotes relaxation and emotional balance. Amber, musk, and patchouli create a warm, earthy base that grounds the fragrance and enhances its depth. Rose, specifically, adds a romantic, soothing floral note that reduces stress, calms the mind, and fosters emotional well-being.",7,"main accords
1.	white floral
2.	fruity
3.	tuberose
4.	sweet
5.	yellow floral
6.	animalic
7.	woody
8.	amber
9.	musky
10.	patchouli",5- Sexy,"WOR6 blends fruity, floral, and warm elements to create a sophisticated fragrance. The top notes of fruity pear and pink pepper bring a fresh burst of sweetness and spice. Tuberose, ylang-ylang, and jasmine create a rich, exotic floral heart, while rose adds a romantic, elegant touch. Amber, musk, and patchouli provide a warm, grounding base with earthy and resinous richness, enhancing the overall sensuality of the fragrance. This blend evokes a sense of luxury and balance, perfect for those who enjoy a vibrant yet elegant scent with a warm, comforting depth."
